"","year","month","day","time","latitude","longitude","k490","par","chlorophyll","reef","zone","depth","Date","season","parw","Iz"
"81","2003","04","23","12:00:00Z","16.437494","-88.06249",NA,56.771427,NA,"Silk Caye","Offshore",2.7432,2003-04-23,"summer",142.836910332,NA
"82","2003","04","24","12:00:00Z","16.437494","-88.06249",NA,52.0485,NA,"Silk Caye","Offshore",2.7432,2003-04-24,"summer",130.954026,NA
"83","2003","04","25","12:00:00Z","16.437494","-88.06249",NA,57.66012,NA,"Silk Caye","Offshore",2.7432,2003-04-25,"summer",145.07286192,NA
"84","2003","04","26","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-04-26,"summer",NA,NA
"85","2003","04","27","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-04-27,"summer",NA,NA
"86","2003","04","28","12:00:00Z","16.437494","-88.06249",NA,52.308,NA,"Silk Caye","Offshore",2.7432,2003-04-28,"summer",131.606928,NA
"87","2003","04","29","12:00:00Z","16.437494","-88.06249",NA,53.241,NA,"Silk Caye","Offshore",2.7432,2003-04-29,"summer",133.954356,NA
"88","2003","04","30","12:00:00Z","16.437494","-88.06249",NA,54.7562,NA,"Silk Caye","Offshore",2.7432,2003-04-30,"summer",137.7665992,NA
"89","2003","05","01","12:00:00Z","16.437494","-88.06249",NA,51.0162,NA,"Silk Caye","Offshore",2.7432,2003-05-01,"summer",128.3567592,NA
"90","2003","05","02","12:00:00Z","16.437494","-88.06249",NA,55.862118,NA,"Silk Caye","Offshore",2.7432,2003-05-02,"summer",140.549088888,NA
"91","2003","05","03","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-05-03,"summer",NA,NA
"92","2003","05","04","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-05-04,"summer",NA,NA
"93","2003","05","05","12:00:00Z","16.437494","-88.06249",NA,55.4888,NA,"Silk Caye","Offshore",2.7432,2003-05-05,"summer",139.6098208,NA
"94","2003","05","06","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-05-06,"summer",NA,NA
"95","2003","05","07","12:00:00Z","16.437494","-88.06249",NA,55.824795,NA,"Silk Caye","Offshore",2.7432,2003-05-07,"summer",140.45518422,NA
"96","2003","05","08","12:00:00Z","16.437494","-88.06249",NA,47.58145,NA,"Silk Caye","Offshore",2.7432,2003-05-08,"summer",119.7149282,NA
"97","2003","05","09","12:00:00Z","16.437494","-88.06249",0.0695,58.62927,0.487972,"Silk Caye","Offshore",2.7432,2003-05-09,"summer",147.51124332,95.0982934494497
"98","2003","05","10","12:00:00Z","16.437494","-88.06249",NA,55.984,NA,"Silk Caye","Offshore",2.7432,2003-05-10,"summer",140.855744,NA
"99","2003","05","11","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-05-11,"summer",NA,NA
"100","2003","05","12","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-05-12,"summer",NA,NA
"101","2003","05","13","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-05-13,"summer",NA,NA
"102","2003","05","14","12:00:00Z","16.437494","-88.06249",NA,57.981995,NA,"Silk Caye","Offshore",2.7432,2003-05-14,"summer",145.88269942,NA
"103","2003","05","15","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-05-15,"summer",NA,NA
"104","2003","05","16","12:00:00Z","16.437494","-88.06249",NA,58.92,NA,"Silk Caye","Offshore",2.7432,2003-05-16,"summer",148.24272,NA
"105","2003","05","17","12:00:00Z","16.437494","-88.06249",NA,57.022,NA,"Silk Caye","Offshore",2.7432,2003-05-17,"summer",143.467352,NA
"106","2003","05","18","12:00:00Z","16.437494","-88.06249",NA,55.306248,NA,"Silk Caye","Offshore",2.7432,2003-05-18,"summer",139.150519968,NA
"107","2003","05","19","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-05-19,"summer",NA,NA
"108","2003","05","20","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-05-20,"summer",NA,NA
"109","2003","05","21","12:00:00Z","16.437494","-88.06249",NA,57.989597,NA,"Silk Caye","Offshore",2.7432,2003-05-21,"summer",145.901826052,NA
"110","2003","05","22","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-05-22,"summer",NA,NA
"111","2003","05","23","12:00:00Z","16.437494","-88.06249",NA,58.763496,NA,"Silk Caye","Offshore",2.7432,2003-05-23,"summer",147.848955936,NA
"112","2003","05","24","12:00:00Z","16.437494","-88.06249",NA,57.952995,NA,"Silk Caye","Offshore",2.7432,2003-05-24,"summer",145.80973542,NA
"113","2003","05","25","12:00:00Z","16.437494","-88.06249",NA,56.941467,NA,"Silk Caye","Offshore",2.7432,2003-05-25,"summer",143.264730972,NA
"114","2003","05","26","12:00:00Z","16.437494","-88.06249",NA,54.0348,NA,"Silk Caye","Offshore",2.7432,2003-05-26,"summer",135.9515568,NA
"115","2003","05","27","12:00:00Z","16.437494","-88.06249",0.15476,58.676632,1.867724,"Silk Caye","Offshore",2.7432,2003-05-27,"summer",147.630406112,55.5441317566475
"116","2003","05","28","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-05-28,"summer",NA,NA
"117","2003","05","29","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-05-29,"summer",NA,NA
"118","2003","05","30","12:00:00Z","16.437494","-88.06249",NA,32.088795,NA,"Silk Caye","Offshore",2.7432,2003-05-30,"summer",80.73540822,NA
"119","2003","05","31","12:00:00Z","16.437494","-88.06249",NA,58.39044,NA,"Silk Caye","Offshore",2.7432,2003-05-31,"summer",146.91034704,NA
"120","2003","06","01","12:00:00Z","16.437494","-88.06249",NA,49.951748,NA,"Silk Caye","Offshore",2.7432,2003-06-01,"summer",125.678597968,NA
"121","2003","06","02","12:00:00Z","16.437494","-88.06249",NA,45.4052,NA,"Silk Caye","Offshore",2.7432,2003-06-02,"summer",114.2394832,NA
"122","2003","06","03","12:00:00Z","16.437494","-88.06249",0.1522,58.541737,1.822619,"Silk Caye","Offshore",2.7432,2003-06-03,"summer",147.291010292,56.3198126026228
"123","2003","06","04","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-06-04,"summer",NA,NA
"124","2003","06","05","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-06-05,"summer",NA,NA
"125","2003","06","06","12:00:00Z","16.437494","-88.06249",NA,57.1695,NA,"Silk Caye","Offshore",2.7432,2003-06-06,"summer",143.838462,NA
"126","2003","06","07","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-06-07,"summer",NA,NA
"127","2003","06","08","12:00:00Z","16.437494","-88.06249",NA,57.203327,NA,"Silk Caye","Offshore",2.7432,2003-06-08,"summer",143.923570732,NA
"128","2003","06","09","12:00:00Z","16.437494","-88.06249",NA,57.0612,NA,"Silk Caye","Offshore",2.7432,2003-06-09,"summer",143.5659792,NA
"129","2003","06","10","12:00:00Z","16.437494","-88.06249",NA,57.700123,NA,"Silk Caye","Offshore",2.7432,2003-06-10,"summer",145.173509468,NA
"130","2003","06","11","12:00:00Z","16.437494","-88.06249",NA,55.958866,NA,"Silk Caye","Offshore",2.7432,2003-06-11,"summer",140.792506856,NA
"131","2003","06","12","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-06-12,"summer",NA,NA
"132","2003","06","13","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-06-13,"summer",NA,NA
"133","2003","06","14","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-06-14,"summer",NA,NA
"134","2003","06","15","12:00:00Z","16.437494","-88.06249",NA,56.839745,NA,"Silk Caye","Offshore",2.7432,2003-06-15,"summer",143.00879842,NA
"135","2003","06","16","12:00:00Z","16.437494","-88.06249",NA,56.90533,NA,"Silk Caye","Offshore",2.7432,2003-06-16,"summer",143.17381028,NA
"136","2003","06","17","12:00:00Z","16.437494","-88.06249",NA,41.30925,NA,"Silk Caye","Offshore",2.7432,2003-06-17,"summer",103.934073,NA
"137","2003","06","18","12:00:00Z","16.437494","-88.06249",NA,46.607197,NA,"Silk Caye","Offshore",2.7432,2003-06-18,"summer",117.263707652,NA
"138","2003","06","19","12:00:00Z","16.437494","-88.06249",0.1434,57.517147,1.666015,"Silk Caye","Offshore",2.7432,2003-06-19,"summer",144.713141852,58.4969324572907
"139","2003","06","20","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-06-20,"summer",NA,NA
"140","2003","06","21","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-06-21,"summer",NA,NA
"141","2003","06","22","12:00:00Z","16.437494","-88.06249",NA,58.230797,NA,"Silk Caye","Offshore",2.7432,2003-06-22,"summer",146.508685252,NA
"142","2003","06","23","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-06-23,"summer",NA,NA
"143","2003","06","24","12:00:00Z","16.437494","-88.06249",NA,58.0264,NA,"Silk Caye","Offshore",2.7432,2003-06-24,"summer",145.9944224,NA
"144","2003","06","25","12:00:00Z","16.437494","-88.06249",NA,40.15418,NA,"Silk Caye","Offshore",2.7432,2003-06-25,"summer",101.02791688,NA
"145","2003","06","26","12:00:00Z","16.437494","-88.06249",NA,53.915806,NA,"Silk Caye","Offshore",2.7432,2003-06-26,"summer",135.652167896,NA
"146","2003","06","27","12:00:00Z","16.437494","-88.06249",NA,24.09233,NA,"Silk Caye","Offshore",2.7432,2003-06-27,"summer",60.61630228,NA
"147","2003","06","28","12:00:00Z","16.437494","-88.06249",NA,45.21329,NA,"Silk Caye","Offshore",2.7432,2003-06-28,"summer",113.75663764,NA
"148","2003","06","29","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-06-29,"summer",NA,NA
"149","2003","06","30","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-06-30,"summer",NA,NA
"150","2003","07","01","12:00:00Z","16.437494","-88.06249",NA,56.97686,NA,"Silk Caye","Offshore",2.7432,2003-07-01,"summer",143.35377976,NA
"151","2003","07","02","12:00:00Z","16.437494","-88.06249",NA,56.45825,NA,"Silk Caye","Offshore",2.7432,2003-07-02,"summer",142.048957,NA
"152","2003","07","03","12:00:00Z","16.437494","-88.06249",NA,57.276546,NA,"Silk Caye","Offshore",2.7432,2003-07-03,"summer",144.107789736,NA
"153","2003","07","04","12:00:00Z","16.437494","-88.06249",NA,45.49866,NA,"Silk Caye","Offshore",2.7432,2003-07-04,"summer",114.47462856,NA
"154","2003","07","05","12:00:00Z","16.437494","-88.06249",NA,58.063698,NA,"Silk Caye","Offshore",2.7432,2003-07-05,"summer",146.088264168,NA
"155","2003","07","06","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-07-06,"summer",NA,NA
"156","2003","07","07","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-07-07,"summer",NA,NA
"157","2003","07","08","12:00:00Z","16.437494","-88.06249",NA,55.651497,NA,"Silk Caye","Offshore",2.7432,2003-07-08,"summer",140.019166452,NA
"158","2003","07","09","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-07-09,"summer",NA,NA
"159","2003","07","10","12:00:00Z","16.437494","-88.06249",NA,57.5245,NA,"Silk Caye","Offshore",2.7432,2003-07-10,"summer",144.731642,NA
"160","2003","07","11","12:00:00Z","16.437494","-88.06249",NA,46.614574,NA,"Silk Caye","Offshore",2.7432,2003-07-11,"summer",117.282268184,NA
"161","2003","07","12","12:00:00Z","16.437494","-88.06249",NA,53.96983,NA,"Silk Caye","Offshore",2.7432,2003-07-12,"summer",135.78809228,NA
"162","2003","07","13","12:00:00Z","16.437494","-88.06249",NA,49.1185,NA,"Silk Caye","Offshore",2.7432,2003-07-13,"summer",123.582146,NA
"163","2003","07","14","12:00:00Z","16.437494","-88.06249",NA,31.576906,NA,"Silk Caye","Offshore",2.7432,2003-07-14,"summer",79.447495496,NA
"164","2003","07","15","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-07-15,"summer",NA,NA
"165","2003","07","16","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-07-16,"summer",NA,NA
"166","2003","07","17","12:00:00Z","16.437494","-88.06249",NA,56.603718,NA,"Silk Caye","Offshore",2.7432,2003-07-17,"summer",142.414954488,NA
"167","2003","07","18","12:00:00Z","16.437494","-88.06249",NA,56.789635,NA,"Silk Caye","Offshore",2.7432,2003-07-18,"summer",142.88272166,NA
"168","2003","07","19","12:00:00Z","16.437494","-88.06249",NA,55.56272,NA,"Silk Caye","Offshore",2.7432,2003-07-19,"summer",139.79580352,NA
"169","2003","07","20","12:00:00Z","16.437494","-88.06249",NA,56.027252,NA,"Silk Caye","Offshore",2.7432,2003-07-20,"summer",140.964566032,NA
"170","2003","07","21","12:00:00Z","16.437494","-88.06249",NA,50.079647,NA,"Silk Caye","Offshore",2.7432,2003-07-21,"summer",126.000391852,NA
"171","2003","07","22","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-07-22,"summer",NA,NA
"172","2003","07","23","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-07-23,"summer",NA,NA
"173","2003","07","24","12:00:00Z","16.437494","-88.06249",NA,53.171146,NA,"Silk Caye","Offshore",2.7432,2003-07-24,"summer",133.778603336,NA
"174","2003","07","25","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-07-25,"summer",NA,NA
"175","2003","07","26","12:00:00Z","16.437494","-88.06249",NA,14.124249,NA,"Silk Caye","Offshore",2.7432,2003-07-26,"summer",35.536610484,NA
"176","2003","07","27","12:00:00Z","16.437494","-88.06249",NA,54.900505,NA,"Silk Caye","Offshore",2.7432,2003-07-27,"summer",138.12967058,NA
"177","2003","07","28","12:00:00Z","16.437494","-88.06249",NA,57.56467,NA,"Silk Caye","Offshore",2.7432,2003-07-28,"summer",144.83270972,NA
"178","2003","07","29","12:00:00Z","16.437494","-88.06249",NA,56.050797,NA,"Silk Caye","Offshore",2.7432,2003-07-29,"summer",141.023805252,NA
"179","2003","07","30","12:00:00Z","16.437494","-88.06249",NA,43.383003,NA,"Silk Caye","Offshore",2.7432,2003-07-30,"summer",109.151635548,NA
"180","2003","07","31","12:00:00Z","16.437494","-88.06249",NA,NA,NA,"Silk Caye","Offshore",2.7432,2003-07-31,"summer",NA,NA
